Date debut,Date fin,Thématique,Objets,District,Commune,Localite,Region,Types,Longitude,Latitude,Personne concerne,Mort,Colonne1,description,Commentaire,Date_debut_dt
29/06/2022,,Incident maritime,29 juin:2 boutres calcinés,,,NOSY BE,,ACC,48.275567,-13.407329,,,,Le 29 juin 2022 vers 2 heures du matin dans le fokontany Befitina Andavakotoko district de Nosy Be des centaines de palissandres et deux (02) boutres en cours de réparation ont été calcinés. D’après les informations sommaires le feu serait venu du brûlage des ordures à l’air libre près de cet endroit. Une enquête judiciaire a été ouverte et est menée par le Service de la Police Judiciaire du Commissariat de Police de Nosy Be.,Deux (02) cas d’incident maritime ont été recensés par le CFIM cette semaine. Le premier concerne l’opération de sauvetage effectué par la Gendarmerie Nationale de Maroantsetra d’une embarcation transportant 13 personnes à bord qui était en difficulté suite au vent fort et la forte houle. Afin d’éviter de ce genre d’incident cette semaine l’APMF de la région Analanjirofo a sorti une note de suspension des activités maritimes des petites embarcations. Pourtant le pilote de cette embarcation a bravé cette interdiction et a encore persisté à transporter ses passagers vers Maroantsetra. Ainsi une mesure a été prise par l’autorité locale à l’encontre de ce skipper. Quant au deuxième cas il s’agit d’un incendie accidentel de deux boutres en carénage. Les lieux de carénage ou de réparations de navire devraient respecter les règles de sécurité afin de prévenir les accidents. Une norme en ce sens devrait être élaborée par l’autorité en charge de la réglementation de ce type d’activité.  ,2022-06-29
30/06/2022,30/06/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/07/2022,01/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/07/2022,02/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/07/2022,,Incident maritime,07 Mars 2022:Sauvetage en mer d'un pêcheur,,Baie de Mahajamba,MAHAJANGA ,,SAR,47.015424,-15.229069,,,,Le 07 mars 2022 l’APMF a été avisé par le pétrolier AVISOA qui a fait route de Mahajanga pour Antsiranana qu’un homme accroché à un morceau de bois se trouvait en mer au large de la Baie de Mahajamba. Le navire était positionné à 15°06S 046°35E à l’Ouest de la Pointe Ambararata. Le Commandant de l’AVISOA a procédé à l’opération de sauvetage de la victime qui a pu être sauvée en état de conscience ; la vedette AIDA de l’APMF a été déployée pour récupérer le pêcheur rescapé au Grand Pavois lieu de rendez-vous avec l’Avisoa. Selon le rescapé ils étaient 2 à bord de la pirogue SARY ITOVIZANA partis de Mahajanga le 05 mars pour aller pêcher mais au retour ils ont fait une fausse manœuvre ayant entrainé le naufrage de la pirogue. Les 2 pêcheurs ont pu s’accrocher au balancier qui restait de la pirogue mais le plus jeune a péri n’ayant pas pu lutter contre la faim et la chaleur. Son corps n’a pas encore été retrouvé. Le rescapé est sorti de l’hôpital le 08 mars après avoir reçu les soins nécessaires.,Les pertes de vie humaine en mer à cause de l’utilisation des pirogues pour la pêche sont élevées. En effet les pirogues ne sont pas dotées d’équipement de communication en cas de détresse résultant souvent en retard sur le lancement des opérations de recherche et sauvetage.  De plus les pêcheurs ont tendance à négliger le port de gilets de sauvetage réduisant ainsi l’espérance de vie de ces derniers en cas de naufrage ou de chavirement. En conséquence le remplacement des flottes de pirogues de pêche doit être envisagé. En attendant d’une part il est recommandé que les départs pour la pêche des pêcheurs doivent être signalés par les pêcheurs à leur association laquelle est chargée de signaler au MRCC les éventuels problèmes. D’autre part le non port des gilets de sauvetage par les pêcheurs doit être sanctionné par les autorités de la même manière que le non port des casques pour les motards. ,2022-07-03
04/07/2022,04/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/07/2022,,Incident maritime,07 mai 2022:Panne technique du navire de pêche FANANTARA:Pav Madagascar,,,TOAMASINA,EST,ACC_PANNE,49.425413,-18.155559,,,,Le 07 mai 2022 vers 18 heures le bateau de pêche FANANTARA pavillon malagasy appartenant à la société REFRIGEPECHE est entré au quai du port de Toamasina à cause du problème technique qu’il a eu en mer. Il a dû débarquer ses captures dont 6Tonnes 851 de crevettes et 13Tonnes 710 de poissons. Le 09 mai 2022 vers 17 h 30 ce navire repart en pêche dans la zone D 1 de la Zone de pêche malagasy.,Ils s’agissent de l’échouement d’un caboteur à Vohémar et des problèmes techniques sur un navire de pêche à Toamasina et navire à passager à Mahajanga. En ce qui concerne le caboteur M/S SHISSIWANI II lequel relie les districts de la côte Est de Madagascar son échouement était dû à une panne technique de son moteur à l’entrée du chenal d’accès au port de Vohémar. Les membres de l’équipage sont sains et saufs et aucune pollution marine par les hydrocarbures liée à cet échouement n’a été constatée. Pour le cas du navire de pêche FANANTARA le problème vient également de son moteur. Les prises ont dû être débarqués afin d’éviter la rupture de la chaîne du froid. Le retour de l’alizé sur la côte Est de Madagascar génère des fortes houles qui mettent les navires à rude épreuve et augmente la fréquence des pannes techniques. Ainsi le renforcement des visites de partance est recommandé afin d’éviter les pertes humaines et matériels pour les navires qui naviguent surtout sur cette partie de notre île. Quant au cas du navire à passager BOUROIKOU suite à la décision du conseil des Ministres en date du 14 mars 2020 qui a suspendu toutes escales des navires à passagers à Madagascar et à la note de service sortie par l’APMF du 09 mai 2022 n°0379-APMF/DG/33 qui donne l’autorisation d’escale aux navires croisières et aux navires de plaisance de luxe (Yacht) mais pas aux ferrys son accès aux ports Malagasy lui a été refusé par les autorités portuaires. Actuellement ce navire est au mouillage dans la rade du port de Mahajanga pour effectuer les réparations (vitre cassé entrée d’eau dans le navire système radar en panne). L’APMF suit de près les réparations du navire qui pourraient finir le 17 mai 2022. A la fin de cette réparation le navire est prévu être refoulé vers les Comores. Il est à noter que ce navire a été déjà refoulé et escorté par la Marine Nationale de Nosy Be le 17 septembre 2021 jusqu’à sa sortie de la mer territoriale. Le CFIM invite ainsi les autorités locales à renforcer leur vigilance face au comportement suspect de ce navire.,2022-07-05
06/07/2022,06/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/07/2022,,Incident maritime,6 Juillet:Début d'incendie maitrisé,,port,MAHAJANGA,BOENY,ACC_INCENDIE,46.309929,-15.726833,,,,Le 06 juillet 2022 vers 16H54MnC une flamme avec une fumée blanche a été aperçue provenant d’un conteneur vide qui a servi à barricader le portail d’un des magasins se trouvant dans l’enceinte du port de Mahajanga. Dans ce conteneur étaient empilés des cartons vides empruntés par les dockers pour se reposer après le travail. Les sapeurs pompiers sont arrivés à temps pour maitriser le feu en 15 minutes sans aucun dégât matériel important. La Gendarmerie Nationale est en charge de l’enquête.,,2022-07-07
08/07/2022,08/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/07/2022,09/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/07/2022,10/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/07/2022,11/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/07/2022,12/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/07/2022,,Incident maritime,13 Juillet:Chavirement d'une pirogue à moteur:34 à bord dont 4 morts,,34 à bord,TOLIARA II,ATSIMO ANDREFANA,ACC_CHAVIREMENT,43.740956,-23.428784,,,,Le 13 juillet 2022 entre Ankilibe et Sarodrano district Toliara II une pirogue en bois à moteur a chaviré vers 03h du matin à cause du détachement du balancier de sa coque. Trente quatre (34) personnes étaient à bord de cette pirogue en partance de Toliara le jour même vers 02h du matin. Trente (30) sont rescapées trois (03) personnes retrouvées sans vie et un (01) passager demeure introuvable. L’Agence Portuaire Maritime et Fluviale (APMF) de Toliara et la Gendarmerie Nationale poursuivent la recherche de la dernière victime.,Il s’agit d’une pirogue à moteur qui a chaviré dans les eaux de Toliara à cause de la perte de l’un de ses balanciers. Trois personnes y ont perdu leur vie. Aucun avis de vigilance vent fort ou forte houle n’est associé à ce drame. Ce type d’embarcation est très utilisés pour le transport de passagers afin de relier les villages voisins séparés par une fleuve ou la mer. Néanmoins les opérateurs ont tendances à négliger les règles de sécurité notamment le port du gilet de sauvetage pour tous les occupants. De plus le nombre de passagers à bord dépasse souvent celui autorisé. Ces négligences résultent régulièrement en perte de vie humaine. ,2022-07-13
14/07/2022,14/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/07/2022,15/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/07/2022,,Incident maritime,16 Juillet:Dérive du caboteur malagasy SHANNY,,9 à bord,MAYOTTE,,ACC_DERIVE,45.057177,-13.064937,,,,Le 16 juillet 2022 à 11h30mn heures locales le caboteur de pavillon malagasy « SHANNY » immatriculation 04006 MJ avec 09 équipages à bord s’était trouvé en difficulté à l’intérieur d’un lagon au large de Ngouja à environ 63 nautiques au Sud de Mayotte ; à la position 13°03.90'S et 045°03.43'E / 195° au Sud de Mayotte. Le 14 juillet 2022 vers 17H45MnC le navire a quitté le port de Mahajanga à destination d’Anjouan aux Comores mais en raison de la forte houle de 4m le navire a dérivé vers la barrière récifale de Mayotte. Suite au lancement d’alerte effectué par le Capitaine dudit navire et les divers échanges d’informations entrepris par les différentes entités concernées le SNS 976 TAMANI de la station de Dzaoudzi qui était en exercice dans le Sud de Mayotte est venu l’assister afin de le sortir de cette zone dangereuse. Tous les membres l’équipage sont sains et saufs. Le navire SHANNY a pu repartir vers sa destination le soir.,,2022-07-16
17/07/2022,,Incident maritime,17 Juillet:Echouage du voilier mauricien DJINN 7,,Ilot sables,NOSY BORAHA,ANALANJIROFO,ACC_ECHOUAGE,49.833408,-17.11503,,,,"Le 17 juillet 2022 vers 13H00MnC le voilier monocoque dénommé ""DJINN 7"" pavillon mauricien immatriculé PPC61030L06 a été trouvé par deux pêcheurs du Fokontany de Vohilava échoué et abandonné sur l’îlot aux sables au Sud-Est de Nosy Boraha. Ce voilier a été déclaré volé par son propriétaire qui réside à Roche Brunes Île Maurice le 03 juillet 2022. Les pêcheurs l’ont tiré jusqu’à la plage près de leur fokontany qui se trouve dans la partie sud-ouest de l’île. Les autorités locales composées de la Direction de l’APMF du Commandant de détachement de la Marine du Commandant de Brigade de la GN se sont rendues sur le lieu pour procéder au constat. Aucune personne ne se trouvait à bord et la cabine était fermée. A l’intérieur se trouvaient des gilets de sauvetage une boîte à pharmacie des coussins et quelques ustensiles de cuisine mais aucune trace de vie récente. De plus le voilier était démâté et de l’eau de mer était entré à l’intérieur de la cabine.",Le premier incident concerne la découverte par des pêcheurs à Nosy Boraha d’un voilier perdu à l’île Maurice le 03 Juillet. Ce voilier se serait probablement détaché de son amarrage/ancrage et aurait dérivé vers le Nord-Ouest jusqu’à Nosy Boraha car durant la période du 03 au 17 Juillet 2022 le vent à l’Est de Madagascar était de Sud Est à Est atteignant localement plus de 30 noeuds. La distance qui sépare l’île Maurice du lieu d’échouement est de 468 miles nautiques correspondant à une vitesse moyenne de dérive de l’ordre de 1.3 noeuds. De plus le voilier était encore fermé lors de la descente des autorités locales et aucune trace d’occupation humaine récente n’a été constatée. Le deuxième incident porte sur un caboteur malagasy en difficulté au sud de Mayotte le 16 juillet 2022 à cause du mauvais temps après avoir quitté le port de Mahajanga le 14 juillet 2022. Après l’assistance à temps des entités maritimes de Mayotte le navire a pu repartir vers sa destination. Le troisième cas est relatif au naufrage d’une pirogue du fait du mauvais temps. Un des occupants a été emporté par la mer mais a été sauvé à temps. Enfin le quatrième incident informe sur la disparition d’une pirogue de pavillon malagasy avec 11 pêcheurs à bord au large de Maintirano. Un mois après leur départ ils ne sont pas encore revenus auprès de leurs familles respectives. Les membres de leurs familles ont sonné l’alerte auprès de l’APMF et l’alerte a été relayé par le CFIM vers le CRFIM et les pays de l’Afrique de l’Est. L’inexistence de moyen de signalement de détresse et de communication à bord de ces embarcations de pêche rend la recherche et le sauvetage très difficile car la zone du canal de Mozambique est très vaste.,2022-07-17
18/07/2022,,Incident maritime,18 Juillet:Naufrage d'une pirogue,,2 à bord,SOANIERANA IVONGO,ANALANJIROFO,ACC_NAUFRAGE,49.600721,-16.904546,,,,Le lundi 18 juillet 2022 vers 05h45 du matin deux pêcheurs à bord de leur pirogue respective ont quitté le fokontany Ambinany Soanierana Ivongo malgré l’avis de mauvais temps annoncé par les autorités locales. Vers 11h à leur retour pour rejoindre les côtes l’une des pirogues a chaviré en raison du vent fort d’importantes vagues ont emporté un des occupants de l’embarcation. Les autres pêcheurs se sont mis à sa recherche de ce dernier qui a été finalement trouvé en vie à 3km au large. Aucune perte en vie humaine ni dégât matériel n'est à déplorer lors de cet incident.,,2022-07-18
19/07/2022,19/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/07/2022,20/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
21/07/2022,21/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/07/2022,,Incident maritime,22 Juillet:Disparition de la pirogue en bois EXOTIC:11 personnes disparues,,11 à bord,MAINTIRANO,MELAKY,ACC_DISPARITION,43.694368,-17.385735,,,,Des informations transmises au CFIM par l’APMF et après recoupements auprès de la famille des victimes ce 22 juillet 2022 une pirogue en bois baptisée EXOTIC de couleur bleue avec bandes rouge et blanc munie de voile blanche avec 11 pêcheurs à bord a quitté Mahajanga le 22 juin 2022 pour aller pêcher aux alentours de Besalampy et Maintirano. Dans leurs habitudes ces pêcheurs reviennent après 15 à 20 jours de pêche en mer mais cette fois ci ils n’étaient pas rentrés. La famille des pêcheurs a alors alerté l’APMF régional de Mahajanga le 18 juillet 2022 pour les aider dans les recherches. Le CFIM a déjà diffusé l’information aux institutions concernées locales et dans la région de l’Afrique orientale.,,2022-07-22
23/07/2022,23/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
24/07/2022,24/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/07/2022,25/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/07/2022,,Incident maritime,22 Juillet:Naufrage d’une pirogue motorisée ,,,SOANIERANA IVONGO,ANALANJIROFO,ACC_NAUFRAGE,49.591928,-16.917803,,,,Le 22 juillet 2022 une pirogue en bois avec moteur a quitté le quartier d’Antsiraka dans le district de Soanierana Ivongo pour rallier Lokintsy Île Boraha. Lors de son départ à 15 mètres de la plage cette embarcation a coulé et à cet effet les personnes à bord ont pu nager pour rejoindre le lieu de départ. Elles étaient saines et sauves. Cette embarcation a été récupérée et a déjà été remise à son propriétaire. Le Détachement de la Marine Nationale de Sainte-Marie responsable dans cette zone maritime a renforcé ses contrôles en mer.,La cause exacte de l’incident pour le premier cas n’était pas bien précisée mais la version du responsable de sécurité de la navigation a indiqué une mauvaise manœuvre lors de son départ. Et pour le second cas la condition météorologique dans cette zone au moment de l’accident a été bonne et la hauteur des vagues a été favorable pour la navigation. L’origine de l’incident pourrait provenir d’une erreur de navigation.  Les navires utilisés pour le transport de personnes et le cabotage devraient être équipés au minimum des matériels de navigation (Cartes GPS Radar) et de communication afin d’éviter les pertes matérielles et en vie humaine en mer.,2022-07-26
27/07/2022,,Incident maritime,27 Juillet:Naufrage d’un boutre,,,BESALAMPY,MELAKY,ACC_NAUFRAGE,44.408064,-16.729087,,,,Le 27 juillet 2022 vers 17heures un boutre baptisé BONNE FAMILLE a été victime de naufrage. Ce boutre avait à bord 6 membres d’équipage et a été chargé de 80 balles de raphia pesant 4 tonnes 100 sacs de maïs pesant 5 tonnes et 100 cageots vides. L'accident s'est produit au large du quartier Afolaha fokontany Makadany CR Ankasakasa district de Besalampy. Il a quitté le port de Besalampy le 24 juillet 2022 pour rallier le port de Mahajanga. La coque de cette embarcation s’est brisée partiellement après avoir percuté un banc de sable et l’irruption de l’eau dans ce boutre est la cause principale de ce naufrage. Toutefois l’équipage a pu le déplacer jusqu’à la rive. Aucune perte de vie n'a été observée mais le préjudice est considérable pour le propriétaire car presque la totalité des cargaisons a été engloutie par la mer.,,2022-07-27
28/07/2022,28/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/07/2022,29/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/07/2022,,Incident maritime,29 Juillet:Naufrage du caboteur BRASANIA,,6 à bord_1mort,nosy Boraha,ANALANJIROFO,ACC_NAUFRAGE,49.809437,-17.089293,,,,Le 29 juillet 2022 vers 21h30 une embarcation en bois appelée « kapakapa » baptisée BRASANIA chargée de planches en bois avec six personnes à bord dont quatre équipages et deux passagers a fait naufrage dans la partie du fokontany de Vohilava district de Nosy Boraha. Ce navire a quitté le fokontany de Sahabevava district de Soanierana Ivongo pour rallier Nosy Boraha. Après avoir été avisées les autorités locales se sont rendues sur les lieux pour constat. L’équipe de l’APMF a effectué l’opération SAR avec le Détachement Marine de Sainte Marie. Cinq personnes sont rescapées tandis qu’une personne a disparue. Selon les rescapés le navire a heurté un récif et par la suite il a coulé dans cet endroit.,,2022-07-30
31/07/2022,31/07/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/08/2022,01/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/08/2022,02/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/08/2022,03/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/08/2022,,Incident maritime,08 Avril 2022:Déversement carburant:Fuite souterraine,,,ANTSIRANANA ,,POLMAR,49.283702,-12.279167,,,,Le 08 avril 2022 au port d’Antsiranana un tuyau de transfert souterrain a fuité en laissant propager du carburant à la surface. Le déversement a été estimé à moins de 50m3. Grâce à l’intervention des éléments de la Marine Nationale BANA (Base Navale d’Antsiranana) l’OLEP (Organe de Lutte contre l'Evénement de Pollution marine) l’APMF (Agence Portuaire Maritime et Fluvial) ainsi que la société LPSA (Logistique Pétrolière S.A.) l'incident a pu être maîtrisé. La mer a été par la suite nettoyée.,Cet incident s’est produit suite à la défaillance des tuyaux de transmission des carburants. A titre de suggestion l’entretien périodique de tous les matériaux est souhaitable. Concernant la deuxième information collectée une noyade mortelle survenue sur la plage de Toamasina a été recensée cette semaine. A première vue avec la présence de la fracture crânienne cette circonstance reflète une mort suspecte. Vu la série de découvertes des cadavres sur une plage de plusieurs côtes de Madagascar le renforcement de la vigilance de la part des autorités locales n’est pas à écarter,2022-08-04
05/08/2022,,Incident maritime,08 mai 2022:Panne technique du navire passager BOUROIKOU N°20 002 71:Pav Comores,,,NOSY BE,NORD,ACC_PANNE,48.260461,-13.334513,,,,Le 08 mai 2022 vers 10 heures le navire passager BOUROIKOU N° 20 002 71 avec six (06) membres d’équipage de pavillon Comorien était à la dérive au large de Nosy Be. En partance de Mutsamudu (Comores) le 06 mai 2022 à destination de Mahajanga ledit navire a subi une panne mécanique suite au mauvais temps et a dérivé vers Nosy Be. L’APMF l’a arraisonné et avec la décision unanime avec la Douane la Police Nationale et la Gendarmerie Nationale ce navire a été refoulé et escorté par la Marine Nationale jusqu’à sa sortie de la zone maritime de Nosy Be le 09 mai 2022. Le navire s’est dirigé vers Mahajanga et était arrivé au large du port le 11 mai 2022 à 23 heures mais les autorités portuaires et maritimes locales ont également refusé son entrée au Port. Une équipe médicale est montée à bord pour procéder à une analyse PCR du Covid-19 aux 6 membres de l’équipage. Le 13 mai 2022 un problème technique sur le navire a été rapporté par l’équipage. Le consignataire a négocié avec les Autorités portuaires que le navire puisse y effectuer les réparations avant de repartir. Le 27 mai 2022 à Mahajanga le navire passager est entré en carénage. ,,2022-08-05
05/08/2022,,Incident maritime,08 mai 2022:Echouage du navire M/S SHISSIWANI II:Pav Madagascar,,,VOHEMAR,NORD,ACC_PANNE,50.006686,-13.361875,,,,Le 08 mai 2022 vers 23 heures le navire cargo malagasy M/S SHISSIWANI –II avec 10 membres d’équipage IM DS 20 021 a échoué sur un récif corallien à Ambavalapasy au large du port de Vohémar. Ce navire a quitté le port de Vohémar le 08 avril 2022 vers 0800C pour rejoindre le port de Toamasina mais faute de panne technique du moteur le navire était en dérive jusqu’à Nosy Ankao où il a pu faire un mouillage. Suite à une longue durée de dépannage à cet endroit le 08 mai 2022 le navire a quitté le lieu de mouillage à destination du port de Vohémar pour y effectuer un entretien normal mais a subi une nouvelle panne technique entrainant l’échouage sur le récif. Le 12 mai 2022 une équipe de plongeur professionnelle va descendre sur place pour diagnostiquer la situation et de définir la nouvelle technique à adopter pour déséchouer ce navire.,,2022-08-05
06/08/2022,,Incident maritime,05 juin:Le cargo indien NAVDHENU SUN à la dérive,,,SUD MADAGASCAR ,,ACC,44.806079,-26.933163,,,,En provenance du port de Kakinada Inde le 23 Mai 2022 vers 10h UTC le navire cargo NAVDHENU SUN MMSI 419095900 pavillon Inde est entré dans la ZEE de Madagascar le 04 juin 2022 vers 09:42:42 UTC. Ce navire est à la dérive maitrisée depuis le 05 juin 2022 vers 19:35:40C au large à environ 48 nautiques (8890 km) au sud du port d’Ehoala à Taolagnaro à cause du problème mécanique du moteur. Réparé le 07 juin 2022 vers 23H24C ledit navire a repris son cap vers le port Durban en Afrique du Sud. Le 08 juin 2022 vers 12H46MnC le navire cargo s’est trouvé en transit au Sud de Madagascar à 69 nautiques (12778 km) au Sud-Est du cap Sainte Marie avec une vitesse de 45 nœuds.,,2022-08-06
06/08/2022,,Incident maritime,05 juin:Une embarcation de pêcheurs à la dérive,,village d’Antsanitia,MAHAJANGA,,SAR,46.418809,-15.564907,,,,Le 05 juin 2022 matin 15 pêcheurs du village d’Antsanitia CR Belobaka district de Mahajanga II étaient partis à bord d’une embarcation traditionnelle en bois équipée de moteur hors-bord pour pêcher en mer. Le même jour vers 17h du soir le moteur de l’embarcation a été tombé en panne à environ 22 nautiques (40 km) au large dudit village. A cet effet l’un des pêcheurs a communiqué par téléphone à sa femme les coordonnées GPS de leur position pour trouver des solutions pour leurs secourir en mer. Alerté par la dame l’équipe SAR de l’APMF Mahajanga a pris la vedette d’un particulier ayant une puissance de 300 chevaux x 2 permettant d’embarquer plusieurs individus. Arrivés sur le lieu d’incident vers 22h30 ils sont embarqués à bord de la vedette et ramenés vers Antsanitia tandis que leur embarcation a été abandonnée en mer à cause du mauvais temps (vagues plus de 2.5 m vent plus de 25 nœuds).,. Il s’agit de la panne technique du moteur d’une embarcation de pêche traditionnelle en bois. Les 15 pêcheurs à bord sont sains et saufs à cause de la prise de responsabilité de l’équipe de l’APMF après la communication effectuée à temps par l’un de ces victimes à l’endroit de sa femme. Bien que les côtes de Mahajanga n’étaient pas concernées par les avis de vigilance forte houle de cette semaine les pêcheurs dans cette zone doivent rester vigilants car le vent dominant est de Sud-Est en période d’alizé et peut se renforcer par moment. Ce vent pourrait les entrainer loin de la côte Malagasy en direction de l’Afrique de l’Est en cas de perte de propulsion.,2022-08-06
07/08/2022,07/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/08/2022,08/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/08/2022,09/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/08/2022,10/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/08/2022,11/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/08/2022,12/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/08/2022,13/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/08/2022,14/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/08/2022,15/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/08/2022,16/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/08/2022,17/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/08/2022,18/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/08/2022,19/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/08/2022,20/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
21/08/2022,21/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/08/2022,22/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/08/2022,23/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
24/08/2022,24/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
25/08/2022,25/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
26/08/2022,26/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
27/08/2022,27/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
28/08/2022,28/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
29/08/2022,29/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
30/08/2022,30/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
31/08/2022,31/08/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
01/09/2022,01/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
02/09/2022,02/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
03/09/2022,03/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
04/09/2022,04/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
05/09/2022,05/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
06/09/2022,06/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
07/09/2022,07/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
08/09/2022,08/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
09/09/2022,09/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
10/09/2022,10/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
11/09/2022,11/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
12/09/2022,12/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
13/09/2022,13/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
14/09/2022,14/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
15/09/2022,15/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
16/09/2022,16/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
17/09/2022,17/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
18/09/2022,18/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
19/09/2022,19/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
20/09/2022,20/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
21/09/2022,21/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
22/09/2022,22/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
23/09/2022,23/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
24/09/2022,24/09/2022,Incident maritime,,,,,,,,,,,,Aucun incident maritime,,
